,id,text,hashtags,ron,religion,social_spheres,sentiment
0,1536088580547674112,@hotelmun and toxic masculinity/misogyny. so yeah i blame society + religion.,,,,,
1,1536088575787380737,"Story of the day; right here. 👇👇Humanity; not color, creed, or religion, just humanity.❤️❤️🙏 https://t.co/K2oauX8dmB",,,,,
2,1536088572591218691,"@akshaykumar Don’t use religion to promote your movies, your work failed anyways! You were at the top when your intentions were right #karma and please do your own home work before teaching history lessons and not just rely on someone else’s word - common sense",karma,,,,
3,1536088547605610498,"Doctor are considered God on the earth ,if they are not discriminated by religion. We all are brothers from different mother .#stonepelting #stop demonstration #stopfight #Hindu #Muslim  We study ,we work ,we eat,we share ,we love ,we celebrate together. Hence we are #bhai_bhai",stonepelting stop stopfight Hindu Muslim bhai_bhai,,,,
4,1536088542388043776,we can’t facetune personality https://t.co/u6htbp8fXJ,,,,,
5,1536088538839670785,The fact that I was shaking because I decided to talk to someone who was no longer part of the religion I was raised as just goes to show that the teachings of shunning others who leave said religion is fear-based and disgusting🤮,,,,,
6,1536088534049767425,"The extreme end of religion is trust in a Product. There are Competitors, that's Great.",,,,,
7,1536088493167886337,"@Jayne70302874 @BMcKev I was thinking of the 4th commandment.  Maybe my religion teacher used a different set 😉
Seriously though, this is why people come down so hard on Catholics, all I’m seeing is how wrong am I and that I must have misheard.  No dialogue.  
Such is life…..",,,,,
8,1536088490147860480,@MissCosmos2 Not everyone believes in religion so u cant use god as ur defense,,,,,
9,1536088489183150080,"@Ayush64998593 @itoohavetodoit Ohhh hello mister I m neutral ...mughe politics mai koi interest nhi hai...this is my msg history...we can clearly see I hv voted for him in lockupp... Got it ..idiot.. Sympathy  card mat khelo k
Har waqt religion ke nam pe..being hindu I voted for him always https://t.co/BFxT5NiHUY",,,,,
10,1536088487639846926,"@patriottakes He’s not a “provocateur.” He’s a domestic terrorist who should be treated like any other terrorist. If he was another ethnicity or religion, would he still be out on the streets? Why is there a double standard?",,,,,
11,1536088487132336130,"@Botanygeek We do liberate people from internment but depending on race, colour and religion. If the  race, colour and religion are in our favour we open our doors wide open…. For the rest is Rwanda or don’t care.",,,,,
12,1536088485983043586,"I don't care about a Muslim / Muslim ticket all I care about is a better Nigeria no matter the religion. 

My watch word is competency, where the person who posses it come from is immaterial to me. 

The Christians who has rule before what have they done ?",,,,,
13,1536088448678887425,@OMOLUWABIBOWALE @usman__haruna @BashirAhmaad What has religion got to do with this??? Shior,,,,,
14,1536088436779753472,"@Vicaro16 @itsdeenice @BenHundeyin Religion is emotional, belief is not. Many are practicing religion!",,,,,
15,1536088421978062850,"@MsAvaArmstrong That's what's wrong with society &amp; schools. They have taken , religion, pledge of allegiance, patriotism, family values and respect away. And replaced it with division, hatred, identify as you want . This is why we have the issues of today ....",,,,,
16,1536088420036104193,"@DilwrAli Religion, however, can be twisted to justify anything. As I’ve said before, I’ve had people come up to me and say my (very visible) disability is a punishment from god and that I’m automatically going to hell.",,,,,
17,1536088412675088385,"@dbongino Actually: if you look at the attack on education &amp;media, propaganda, threats of putting people to death, attacks on gay/trans comm, push to follow one religion, attempt to take power one way or other, the right is looking like a story we have seen before. Guess what that is?",,,,,
18,1536088411152338949,"It's only you I'm missing, cursin' at the double distance 
 Worshipping you from the darkest of corners like I'm practicing my own private religion",,,,,
19,1536088403783163908,"@Justinredalen @pc_threads @carnut1950 @RonFilipkowski Lol, Asian kids and religion. Most no-Muslim Asians are more spiritual than religious. Cultural beliefs have more of an effect, and gov't control even tops that.",,,,,
20,1536088398959607814,"Its Sunday worship your god, Porn! Porn is go over everything. Sacrifice your work, friends, and family of it you dont need them! Destroy your old religion, church, and morals for Porn. Porn is superior! Fuck yourr old religion! Fuck your old god! Hail Porn! https://t.co/Vusi9ZeZWF",,,,,
21,1536088395524452352,My religion is Female Supremacy #findom #misandrist #matriarchy,findom misandrist matriarchy,,,,
22,1536088367242289153,"@VeniceComplex @BiigHomieSaint @ivan_3690 @cozicris @pettyreligion I would agree the same would go without religion.. as long as the respect stays mutual and there isn’t a hatred towards that person for their actions.. I believe people should do as they please, whatever makes you happy.. but homophobia to me = hatred for homosexuals",,,,,
23,1536088356869791745,"@PNWPragmatist Correct. Religion, however, can be twisted to justify anything. As I’ve said before, I’ve had people come up to me and say my (very visible) disability is a punishment from god and that I’m automatically going to hell.",,,,,
24,1536088332798611457,"@hotelmun if anything, i blame religion. a lot of ppl don’t wanna come out/accept themselves bc of religious trauma. scared they’ll go to hell for being who they are.",,,,,
25,1536088322497560578,"@carnut1950 @RonFilipkowski I don’t know, I grew up playing video games and never went to church or followed a religion and I care a lot more about my fellow human rather than most people I know who were religious and still are religious.",,,,,
26,1536088318655483904,"I do think the world would be better off without religion. I firmly believe that. I know I won't see that in my lifetime, though, nor will my children. But I'd settle for ""no more religion in politics or education"" and an increased focus on real progression through science.",,,,,
27,1536088318135394305,"@Lewany_Alak_134 What a heck divert to religion? 
Who is born and never prays to God? Your deliberating thinking ink wise sir, I'm talking substantial, reason from that side.",,,,,
28,1536088310497550336,@ToriatheistTori I say we do the reverse - stomp out religion in the name of science,,,,,
29,1536088304084566017,"@turners33 @AT1ST @HardDriveMag because, yes, religion is just a concept created and molded by humans, so maybe if there were other species capable of creating or molding a religion, then probably yes, maybe they could be included, or they would create another branch of christianity.",,,,,
30,1536088303400804359,"He keeps silence of the Western religion of commerce.
؟?
سےفے نمشے https://t.co/W5fvKUCq2i",,,,,
31,1536088278427832325,"@YogiRashtra_ thats a very simplistic and baseless lie. White christians killed and looted many many times more. Ukraine and russia share a religion and skin color and yet are murdering each other. Even in Nupur case, its more of a bjp and media blown balloon. not many people bothered about it",,,,,
32,1536088275651133442,"@mikepompeo Which of those American traditions should we return to: racism, misogyny, sexism, homophobia? Because you can keep your religion and all of the traditions that go with it.",,,,,
33,1536088259071451136,@MujtabaAasif When you involve your religion in everything you only see religion whenever action taken against you. All over india stone pelting happen now it has become tradion all over world from sweden to netherland to india to israel.,,,,,
34,1536088251211071493,@shanselah @DaveAtherton20 @Lucia59992333 It was a peaceful protest by the religion of peace.,,,,,
35,1536088236623273984,@wagners_ring I also look forward to your book on RW &amp; religion. Good luck with it!,,,,,
36,1536088236379889669,"@EliMcCann Maybe it's time to do crowdfunding for a space ship and leave this planet for good.

My country people aren't doing any better. Just religion, more religion and some more religion.",,,,,
37,1536088215597338624,"@JonesForAR Want to rely on ppl's compass pointing north to religion - lean all in. A good campaign mgr can even win via humor word-smithing - poking fun at how you rely on the religious-leaning votes. Be honest/funny: be loved! Nobody wants integrity to be in doubt, except Rs. Character?",,,,,
38,1536088215274364928,"@funshographix Rest! Church matter no suppose concern you na.. Sebi, anything religion and church no concern you. Why u come dey put mouth? Lol",,,,,
39,1536088187411410944,"@AAFascism The ""Old Testamentalist"" right. Let's stop calling them ""Christians."" They cite ""the Bible"" as though there is no NEW Testament -- the SEQUEL about Christ, for whom the ENTIRE RELIGION is named and who said this: Matthew 22:37-39: Thou shalt love thy neighbour as thyself",,,,,
40,1536088134697603072,"@Logically_JC One knows his religion came from a sci-fi writer and doesn't care and the other thinks it came from a supreme being who really, really cares about him personally.",,,,,
41,1536088123070853120,"@imintherockies @JAEbberts I had this same argument in 2012 on Reddit. 

No other religion asks you to ask God if the religion or book is true.

None. They have creeds and rationalizations or aesthetics or traditions that draw people out ""just believe me, vro""",,,,,
42,1536088113176625153,"@raefordjban Besides, they believed in freedom of religion as well as freedom from religion.  This ding 🦇 couldn’t pass middle school social studies",,,,,
43,1536088112945934337,@OpIndia_in Land Jihad in every city in India. Wake up Hindus and protect yourself and your religion.,,,,,
44,1536088112941522945,@MEMRIReports Middle cistern ideology can't be categorised as religion.,,,,,
45,1536088102162542592,@RobertArnol They are seriously going backwards at a very rapid rate. Their Sky daddies are all to blame! Their religion is their ruination.,,,,,
46,1536088088476553216,@abh1shek17 @group_mvm You people are claiming every other mosque as birth place or residing place or god knows what. You're demolishing worshipping places of other religion. Killing people. Causing political disturbance both foreign and domestic. What more freedom are you asking for????,,,,,
