,id,text,hashtags,ron,religion,social_spheres,sentiment
0,1532615094214926336,"@Kainat04087343 @Mohit_talkies @Saffronloverr I am correcting you now.
I am not a believer of perticular religion.
Sanathan Dharam offers many books not one!
Some of the writings are cryptic and has messages to all.
There's only one order. 
I should go back to him avoiding foolish people like yourself. I am following it now.",,,,,
1,1532615063776927744,@phredxavier @chizom_ I wan give me work now; it all starts with the breed of gods and daughters of men which is started in all ancient civilizations and most religion back then a being is known as a god bcos they display more scientific knowledge to man this is why I have always said science and ....,,,,,
2,1532615046156754946,"@Tsunamiar @thealtoking @KEEMSTAR so you jus know what he thinks now, cool🤩
he was probably asked because he’s openly muslim and passionate about his religion",,,,,
3,1532615039894450176,"@Abhi03304793 @prxshantt @lgbtqia66666 @Ilylovesunshine @Iam_OneofU @thewire_in In a democracy, issues that concerns majority of the population takes priority. Right to religion is guaranteed by our constitution, but Hindu Religious Endowments Act violates that fundamental right &amp; it affects 79% of the population. So ur “activist” issue is lower priority.",,,,,
4,1532615007036289024,"Seattle Pacific University is easily the best example of the failure of American religion and American religious institutions. Almost all of American Christianity is an abandoned project, especially when it comes the moral-justice arc of the biblical narrative @SPUisGay",,,,,
5,1532614997062336513,@Maikeru48 @KIPP @KIPPSoCal Wait. Did you just compare BLMGBTQ+ agenda to a religion? 🤔😂,,,,,
6,1532614989902749698,"also it is A Known Thing in p much every religion that the devil takes the form of that which you want/love most, so come on man",,,,,
7,1532614977680560128,"https://t.co/aJBLJZb9b4
@ImranKhanPTI
this is for U
Some want to get popular  
Some want to pull you down  
Some have come here who are hungry for fame
U'll every day get a bag full of controversy
U'll get a debate on the name of religion
If U'll speak the truth then U'll get 295",,,,,
8,1532614964837490688,"@Shivamsbisht @chitta2021 @SortedEagle Hindus and Muslims should stop such acts. Hinduism doesnt allow to disrespect any other religion. All Hindus who live in Hindusthan should live like Vasudevakutumbakam irrespective of Caste Religion Community. Hindu, Sikh, Isaye Muslim bhai bhai. Jai Bharath! Jai Hinduism.",,,,,
9,1532614952892379136,"@IlhanMN You visited to a country where terrorist Bin Laden was found who destroyed World trade center why ? That country who supported Taliban and destroyed afganistan where women are kept like slave, because of your religion right?",,,,,
10,1532614903227248641,"@McHaloson @Michael70791845 @Erikas_xd @JamePachitube @KEEMSTAR Put another way, the difference between religion and atheism would just be the result of people having brains with different chemical compositions, it would have nothing to do with what is true or false",,,,,
11,1532614886710292489,@Ja__Burns Religion? No comment hmm 🤔,,,,,
12,1532614879672008711,@johnpavlovitz They’re also usually the same people who are forcing their religion on us.,,,,,
13,1532614874399924224,"@Kodungolan737 RSS-BJP wants Kashmiri land but not the people. And that is solely due to religion. Just like we have WhatsApp groups, I'm sure Kashmiris would have too. They see BJP leaders calling for Muslim genocide, harassing girls over hijab, etc. How will we win their hearts this way?",,,,,
14,1532614873426939904,"#KashmirFiles #Prithiviraj I don't know where these all will lead to ...BJP are keen to separate people's of different religions. 
Even history is recreated as a film but put one religion in all platforms will surely be a deep rooted hate against people who follow Islam.",KashmirFiles Prithiviraj,,,,
15,1532614857945587712,"@majorgauravarya KASHMIR “MADARASA” Mentality 

DONT know HOW this RELIGION is EDUCATING peoples in SAME breath like 

YOU need to PRAY 🤲 5TIMES a DAY &amp; STAY away from ALCOHOL 🍺 &amp; WOMEN needs to BE covered HEAD to TOE. if not GOD will punish.

BUT can KILL anyone in NAME OF BLASPHEMY 🤮🤢💩",,,,,
16,1532614846541275136,"@amitsharma2285 @AnuvabJana @RShivshankar How illogical,we don't cry. It's indian people who are crying. When you failed in the argument you've brought religion. We don't need anyone's help. Take care, I don't keep trolls busy.",,,,,
17,1532614821933248512,@RShivshankar And we say d^c!&lt; the secularism if will worry their very existence. That's how the country will be run when there is no one to speak about their Gods and religion dignity,,,,,
18,1532614804380082176,"@Tsunamiar i dont think its as easy as that. in saudi its illegal to be LGBTQ+, and if your known to support the community then it can genuinely tarnish your life. its not right but its the way things are. Its also hard to release yourself from a religion that is taught from birth.",,,,,
19,1532614791470145538,"@PremiumTimesng It's time to look at nation building.

Enough of personal interest be it tribe or religion.
Enough of this criminals ""taking turn"" https://t.co/zkpW7Xxt7X",,,,,
20,1532614775791702016,@BBCHindi Social identity by caste education position and money are inherent and u can not  blame any religion . Religion is for individual,,,,,
21,1532614765851205632,"So to my experience, narratives shit-talking religion and proclaiming Man Has No Need For (my) God is hardly Revolutionary and Uplifting, it's part and parcel of the tacit climate of ""fuck you &amp; your identity!""

which is why it's so satisfying seeing them dunked on.",,,,,
22,1532614752102453248,"And gestures actually happen, the world religion of the
؟?
ٱونٱس ⁦ٱنٱس نمشے https://t.co/s1own4LCzv",,,,,
23,1532614738466574336,"@Xola_Skweit @Prophets_En Yes, all Abrahamic religion have same source",,,,,
24,1532614728257703936,"The article is 4 years old. The problem is just as relevant today as it was the day the article was published. 

People with a racist, pro-violence agenda have stealthed their way into the institutions of government, education, and religion. 

https://t.co/wXAO5cLXqx",,,,,
25,1532614727460761600,"@ArchanaSonti @FriedrichPieter @CongressmanRaja @USAGov They're free to practice religion

But for the love of everything holy, they should distance themselves from Nazi affiliated organizations. If they don't they become a hate cult.",,,,,
26,1532614723564609536,Why talk of Maratha culture when it is even again Hindu culture. But the lust of power makes a politician blind and he forgets all ethics and moral values in life and even his religion.  #ketakichitale #ketakichitle https://t.co/8bXiAgM3Ck,ketakichitale ketakichitle,,,,
27,1532614716689899521,"@POTUS Joe the Government has Never cared about the people. All you people in DC care about is power. You all spread your lies cause problems and keep us divided by race, religion, money. What you are worried about is us coming together and seeing through all the lies.",,,,,
