,id,text,hashtags,ron,religion,social_spheres,sentiment
0,1535188707149758469,@PakistaniBibi @jihadwatchRS If your religion is ao fragile that it gets hurt or dented by words  You need a new God !,,,,,
1,1535188686450528256,That comment is mentioned in Quran. Which their religion Zakir said to public. https://t.co/GHLdy4z7Kv,,,,,
2,1535188683422257152,"@SiddiquiTA2 @real_nvn @MDARQUAM @SurajSh67846583 @MadameYG @bazooka_q @SureshChavhanke Where did I say others' religion book teachers violence. Do you have comprehending issues? 😂😂 There might be some of religion which teaches Tolerance, Truth, Virtues like Buddhism &amp; Jainism.",,,,,
3,1535188667131633664,"@DavidHundeyin He say na “low budget racism”, dude pity them a bit. Sometimes the gullible ones just need help, proper direction and enlightenment. Hopefully, someday we shall all receive sense and face our real issues and leave ethnicity and religion.",,,,,
4,1535188658948538370,"@Dojiii You need to cover your hands with this mantra of religion, your veil will be complete",,,,,
5,1535188643325026304,"@shashank_ssj @DelhiPolice what do these people get by offerings prayers at public places when they can practice their religion at home or mosques?? its nothing but show off. tbh, its only china &amp; Israel which truly knows how to deal with them and India needs UCC if bharat is to be saved",,,,,
6,1535188633698942976,"@mrmacaronii Nigerians will always criticised one another.
Until we begin to show love to each other despite religion and tribe ethnicity, we are going to remain the same.",,,,,
7,1535188626165977088,@sontwit @27Tawnyowl They can get away with it as its part of there religion. Utter rubbish to be honest but thats what they say.,,,,,
8,1535188613931016193,Khalistan is not in the interest of majority of the Sikhs and there is no enslavement of Sikhs in Punjab or any other state. A terror ideology is not going to significantly improve their religion or culture.,,,,,
9,1535188601042046980,@hassanalabr @SamvanRooy1 Muslims do not accept democracy. Democracies have separation of religion and state. Islam does not. Islam is a totalitarian theocracy. Islam and democracy are diametrically opposed. that is why Islam will never integrate into free Western countries.,,,,,
10,1535188591470694400,@DrJuma_M Religion 😂😂😤,,,,,
11,1535188589084291072,"Marine &amp;then it was fit into Indian army vis a vis J&amp;K saga to malign our armed forces
Indian armed forces has only one religion BHARAT
This is how Bollywood do subconscious brainwashing
डॉ गौरव प्रधान  https://t.co/lkiRAvSnNS",,,,,
12,1535188557106585601,"@ARanganathan72 This is future of India. Demography will change the rule,law , culture and religion of the land for ever and there will be no return.",,,,,
13,1535188538832334848,"Preaching some religion as peaceful is easy until it comes to you. Stabbing, Beheading, Threats does not count. It took only one argument to say that we are only being portrayed in this way by 'others'. And mental bankrupcy of those who cherry pick these nice lines.",,,,,
14,1535188530619629569,"People should be free to choose any political party of their choice without their decision being used against their religion, ethnicity or economic interests. 

This blackmail of people with a differing political interest is bullying.",,,,,
15,1535188527889121284,@___Nafeesa You want to sell your commodity under the umbrella of religion.,,,,,
16,1535188525720682498,"@mambo_fabrice @livechristian1 We CAN help others though. Problem is that far too many only help themselves. We may not get to choose if rich or poor, good or wicked, but again God doesn't put us in places for a reason. That's organised religion speak, it's not coming from God.",,,,,
17,1535188503147200513,"Rahul Gandhi is always against on Hindu culture and religion and that's why every channel is on against them and India today channel is also against Rahul Gandhi
#IndiaTodayAgainstRahul https://t.co/qPvbVeTeOM",IndiaTodayAgainstRahul,,,,
18,1535188501427552257,"Correction:

In his last message to me, #NU's young cleric Gus Luthfi Thomafi wrote:

Religion is humanity
Humanity is religion
If you find people commands violence &amp; terrorism, you can be sure those people worship the devil

Salam takziah. RIP. Turut berduka cita sedalamnya.",NU,,,,
19,1535188495920250881,"They say if you give an orangutan a piece of candy, he/she will break it
in half &amp; give it back to you or to another monkey. How is sharing so natural to that species while ours must have generosity extracted via taxes or religion? We have to be brainwashed or threatened to do it",,,,,
20,1535188486981988352,"@ianuragthakur ji, make episodes of Qur'an n Hadish on DD n make the world know the truth n put these jihadis under pressure to defend. This is info age n any religion can be taught. @narendramodi @AmitShah",,,,,
21,1535188464181837824,"@StephenNolan @BBCNolan @bbcradioulster @BBCSounds What will the BBC (and other broadcasters) do to help the people like myself who don't feel safe going to parades because of health reasons, but want to show our gratitude for our culture and religion online? And would the BBC ever treat any other cultures' parades like this?",,,,,
22,1535188448218210304,"@Patriot79Baker @SultryAssassin1 @cavenaugh1967 @charliekirk11 So it wasn’t created for people, but people will be sent there anyway?

That’s a distinction without a difference, and why religion is incoherent.",,,,,
23,1535188441591386113,"@BrienTrainor @IndependentSage @chrischirp @YouTube Indeed.  Truth is truth..no matter who says it or how unpalatable it is. Time to ask different questions, which leads to different answers.

Sticking to mantra is not scientific...but a religion (of sort)",,,,,
24,1535188413950795776,"Is any religion so weak that is incapable or intolerant of any comments? nupur quoted of hadidth but, it was not required at the same time who insulted he should be punished severely because even they insulted hindu gods without remorse.",,,,,
25,1535188411581095936,"This is disgusting as hell. I don't why Winston Churchill called Indians a beastly people with a beastly religion ... just look at this bloody mess. But what do I know, I apparently just suffer from #Islamophobia https://t.co/4t4OQ0nGLZ",Islamophobia,,,,
26,1535188411056738304,"@narendramodi We dharmiks respect all dharm gurus of all religion as human dharm gurus without knowing the truth there is no point in disrespecting anyone but, at the same time no one should insult that lady.",,,,,
27,1535188410515836931,@pollsstar @mishtal Religion breeds fanaticism look at the Christian right trying to take away a womans right to have control over her own body.,,,,,
28,1535188404832415745,"Just lean Religion, for instance, cannot be taught...What a teacher untried, but
 ؟?
سےفے نمشے ستايلے https://t.co/49E0qUcchf",,,,,
29,1535188361492799488,"Technology has relationship with religion. What can you do about it?

What has played out in the post Owo killing and on the radical group has something about tradition/religion and science.

If you're going to people's place go with peace.

Do not be fast to strike!",,,,,
30,1535188355604180992,that is the trait of this piecefull religion and its followers https://t.co/BDSF8zuzOt,,,,,
